qid,pid,score
0,782673,0.83984375
0,1818085,-0.66015625
0,1946307,0.039306640625
0,365688,0.419921875
0,1856589,0.39453125
0,862067,0.09521484375
0,378235,0.34375
0,596814,-0.1767578125
0,949955,-0.267578125
0,1685707,-0.2099609375
0,598393,-0.10498046875
0,1092249,0.349609375
0,710145,0.275390625
0,1877226,-0.310546875
0,642301,-0.91015625
0,274951,-1.328125
0,897935,-0.16015625
0,1596940,0.06640625
0,1809254,-0.0096435546875
0,1815003,0.484375
0,1523801,-0.0859375
0,664113,0.041259765625
0,1765829,-0.045166015625
0,1882966,0.05859375
0,457932,0.458984375
0,760004,-0.671875
0,1784841,0.52734375
0,363375,-0.43359375
0,1699965,0.27734375
0,1818806,-0.21875
0,1099710,0.2138671875
1,1033852,0.3359375
1,1830238,0.54296875
1,341622,-2.28125
1,959051,0.271484375
1,1632985,-0.0052490234375
1,176681,0.62890625
1,568353,0.72265625
1,1091975,0.1123046875
1,1739121,0.259765625
1,677611,-0.10986328125
1,1208730,-0.1513671875
1,329241,0.0311279296875
1,1192694,0.3125
1,1604047,0.3203125
1,328630,0.09521484375
1,1529109,-0.0859375
1,647425,0.6015625
1,1743301,0.546875
1,1045626,0.173828125
1,301442,0.38671875
1,350331,-2.109375
1,1299817,0.31640625
1,447410,-2.84375
2,1558410,0.39453125
2,1102324,0.412109375
2,676479,0.44921875
2,1885306,0.3984375
2,781708,0.060546875
2,1158911,0.21484375
2,1264928,0.279296875
2,1118023,0.3203125
2,1751173,0.359375
2,608725,0.1748046875
2,584609,-0.1982421875
2,840682,0.1796875
2,1613831,0.251953125
2,500263,0.2412109375
2,524853,0.4765625
2,1866738,0.12890625
2,525998,0.318359375
2,1468355,0.40234375
2,1826246,0.396484375
2,1357761,0.353515625
2,403556,0.080078125
2,890406,0.400390625
2,331655,0.43359375
2,1496252,0.330078125
2,1218077,-0.10693359375
2,115572,-0.40234375
2,1158959,-0.0284423828125
2,250194,-0.023193359375
2,1106328,-0.050537109375
2,863971,-0.078125
2,1070930,0.384765625
2,688488,-0.130859375
2,1837126,-0.201171875
2,1787799,0.314453125
2,206351,0.416015625
2,1567518,0.1474609375
2,1745283,0.1162109375
2,560159,0.1318359375
2,1083396,0.33984375
2,1851297,0.0272216796875
2,558711,0.1376953125
2,1213795,-0.625
2,1089828,0.38671875
2,736886,0.30859375
2,1550071,-0.216796875
2,1592046,0.267578125
2,1785879,0.458984375
2,457168,-0.359375
2,667240,0.291015625
2,1174294,0.0277099609375
2,1609608,-0.05029296875
2,1662813,0.20703125
2,798249,0.11328125
2,1103441,0.357421875
2,860820,0.34765625
2,1668313,0.306640625
2,1721813,0.2099609375
2,1469067,0.375
2,838691,0.1494140625
2,819913,0.443359375
2,1363137,0.43359375
2,1449936,0.2578125
2,1092377,0.2392578125
2,1208207,-0.3125
2,1736279,-0.01953125
2,835680,0.27734375
2,987447,0.462890625
2,1390342,0.0869140625
2,1063390,0.3125
2,1501851,0.06982421875
2,359664,0.1474609375
2,355204,-0.390625
2,1557123,-0.006256103515625
2,810225,0.07958984375
2,1034794,0.236328125
2,1251350,0.484375
2,832599,0.138671875
2,651536,0.00174713134765625
2,1079549,-0.03076171875
2,1527407,0.1748046875
2,1613994,-0.232421875
2,1417305,0.01708984375
2,357770,0.2333984375
2,930262,0.10107421875
2,1287378,0.298828125
2,1647758,-0.1591796875
2,1108201,0.3828125
2,1427836,-0.421875
2,1065066,-0.1298828125
2,1457099,0.0196533203125
2,1528710,-0.1279296875
2,1423471,0.359375
2,1628554,0.3203125
2,421495,0.12353515625
2,319640,-0.09619140625
2,1192102,0.46484375
2,1496586,0.353515625
2,1534834,-0.0771484375
2,1932812,0.0299072265625
2,1977111,0.333984375
2,1579788,0.671875
2,800655,0.224609375
2,1324390,0.0634765625
2,907261,-0.10791015625
2,1532322,0.1875
2,1631226,0.1435546875
2,1417109,0.2177734375
2,862441,0.330078125
2,779649,0.322265625
2,1358601,0.01171875
2,1579305,0.263671875
2,1102543,0.3359375
2,1049884,-0.287109375
2,1392476,0.004486083984375
2,691875,-0.1201171875
2,1433732,0.10595703125
2,1135754,-0.4921875
2,1057847,0.255859375
2,97832,0.1953125
2,1297732,0.08837890625
2,1636217,0.1015625
2,1472509,0.083984375
2,1435161,-0.126953125
2,695189,0.24609375
2,1030626,0.283203125
2,942877,0.0986328125
2,811120,0.228515625
2,531301,0.326171875
2,1035824,0.0537109375
2,1641242,0.12109375
2,945066,-0.6328125
2,1430601,-0.046875
2,717465,-0.318359375
2,1424975,0.020263671875
2,560603,0.1298828125
2,354853,-0.39453125
2,1627366,0.146484375
2,1511745,0.2099609375
2,815281,-0.12890625
2,904271,0.33984375
2,1682039,-0.2275390625
2,789501,-0.498046875
2,1068549,0.068359375
2,1308183,0.09814453125
2,889865,-0.20703125
2,403343,-0.220703125
2,1607412,0.232421875
2,1058184,-0.66796875
2,1702299,-0.33984375
2,1697404,-0.2333984375
2,1374413,0.1162109375
2,1386617,0.1513671875
2,1084088,-0.302734375
2,1817147,-0.0291748046875
2,1503938,0.0703125
2,1230680,-0.06396484375
2,1522612,-0.0869140625
2,458862,-0.4453125
2,837212,-0.298828125
2,844813,-0.05517578125
2,1276058,-0.02978515625
2,1380282,0.341796875
2,923178,0.23828125
2,999633,-0.0771484375
2,1066460,0.140625
2,1416381,0.236328125
2,869662,0.265625
2,1337594,0.287109375
2,945271,0.005096435546875
2,1849748,-0.01251220703125
2,1422018,0.341796875
2,1116596,-0.2265625
2,1559068,-0.2265625
2,464105,-0.169921875
2,1329996,-0.2578125
2,1054600,0.212890625
2,485368,0.30859375
2,1475035,-0.1845703125
2,1231531,0.029052734375
2,1331594,-0.03857421875
2,1469336,0.36328125
2,795555,-0.84375
